time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINDeltasFetchMiss,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsMutated,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2015-01-09 10:40:26.527 UTC,125,0,0,0,0,0,3167853,1392,21888,112,0,0,0,0,0,0,43,5,0,0,0,0,0,0,6,0,5,5,0,2,1,9,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,1,1,2,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1420800026465,3145728,0,0,0,19,1,15,1,5,1,0,0,3,2,0,0,0,19,1,2048,1,0,0,0,0,112640,31,1294,1,0,0,0,0,0,0,4,29,36646960,-1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:41:26.542 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,6,6,0,3,1,10,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,15,4,16,4,2,4,0,0,3,4,0,0,0,15,1,0,0,0,0,0,0,34816,17,665,4,0,0,0,0,0,0,0,0,37447176,-1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2,0,3,0,2,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:42:26.555 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37628392,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:43:26.568 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38375688,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:44:26.582 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38780656,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:45:26.585 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38780656,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:46:26.591 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39185840,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:47:26.601 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39367112,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:48:26.603 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39772088,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:49:26.616 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39995832,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:50:26.618 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40177072,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:51:26.621 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40582088,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:52:26.636 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40987120,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:53:26.645 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41168352,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:54:26.658 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41392160,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 10:55:26.672 UTC,589,0,0,0,0,0,3172837,1392,26184,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,5,8558,8558,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420800026465,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41797144,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:15:51.795 UTC,125,0,0,0,0,0,3166805,1160,20792,160,1,0,0,0,0,0,42,6,0,0,0,0,0,0,6,0,5,5,0,2,1,9,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11988,6,10517,10517,1,0,4,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1420802151748,3145728,0,0,0,18,1,0,1,4,1,0,0,3,2,0,0,0,18,0,2048,1,0,0,0,0,108544,29,1579,1,0,0,0,0,0,0,4,51,36630184,-1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:17:34.813 UTC,125,0,0,0,0,0,3166957,1160,20944,184,0,0,0,0,0,0,40,5,0,0,0,0,0,0,6,0,5,5,0,2,1,9,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14157,7,12761,12761,1,1,2,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1420802254751,3145728,0,0,0,18,1,0,1,5,1,0,0,3,2,0,0,0,18,1,2048,1,0,0,0,0,108544,29,1504,1,0,0,0,0,0,0,4,34,37497024,-1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:18:34.817 UTC,589,0,0,0,0,0,3173141,1392,26488,336,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,6,6,0,3,1,10,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14157,7,12761,12761,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802254751,3145728,0,0,0,16,4,15,4,2,4,0,0,3,4,0,0,0,16,1,0,0,0,0,0,0,38912,19,665,4,0,0,0,0,0,0,0,0,38901600,-1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,2,0,3,0,2,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:19:34.819 UTC,589,0,0,0,0,0,3173141,1392,26488,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14157,7,12761,12761,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802254751,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39082832,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:20:34.821 UTC,589,0,0,0,0,0,3173141,1392,26488,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14157,7,12761,12761,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802254751,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39487800,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:21:36.777 UTC,125,0,0,0,0,0,3168413,1392,22344,216,1,0,0,0,0,0,40,6,0,0,0,0,0,0,6,0,5,5,0,2,1,9,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639,8,14930,14930,1,0,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1420802496730,3145728,0,0,0,20,1,0,1,5,1,0,0,3,2,0,0,0,20,1,2048,1,0,0,0,0,114688,32,1817,1,0,0,0,0,0,0,4,31,36737032,-1,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:22:36.777 UTC,589,0,0,0,0,0,3173293,1392,26640,336,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,6,6,0,3,1,10,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639,8,14930,14930,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802496730,3145728,0,0,0,15,4,0,4,2,4,0,0,3,4,0,0,0,15,1,0,0,0,0,0,0,34816,17,665,4,0,0,0,0,0,0,0,0,37537248,-1,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,0,3,0,2,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:23:36.778 UTC,589,0,0,0,0,0,3173293,1392,26640,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639,8,14930,14930,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802496730,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37718480,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:24:36.780 UTC,589,0,0,0,0,0,3173293,1392,26640,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639,8,14930,14930,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802496730,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38123448,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:25:31.721 UTC,125,0,0,0,0,0,3172029,1392,25760,416,0,0,0,0,0,0,49,6,0,0,0,0,0,0,6,0,6,6,0,3,2,10,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19018,9,17412,17412,1,1,2,5,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1420802731674,3145728,0,0,0,25,1,16,1,5,1,0,0,3,2,0,0,0,25,1,2048,1,0,0,0,0,133120,38,1714,1,0,0,0,0,0,0,4,29,38473032,-1,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:26:31.726 UTC,589,0,0,0,0,0,3173445,1392,26792,336,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19018,9,17412,17412,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802731674,3145728,0,0,0,9,4,0,4,2,4,0,0,3,4,0,0,0,9,1,0,0,0,0,0,0,22528,11,665,4,0,0,0,0,0,0,0,0,39879600,-1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 11:27:31.730 UTC,589,0,0,0,0,0,3173445,1392,26792,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19018,9,17412,17412,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420802731674,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40060832,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
